,Track Name,Artists,Album Name,Album ID,Track ID,Popularity,Release Date,Duration (ms),Explicit,External URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
248,Edge Of The Night,Sheppard,Edge Of The Night,4zSJQdxrpqFjzJKGcNL9nO,1qt4k5132HB2M9yr8C6set,0,2017-06-23,204211,False,https://open.spotify.com/track/1qt4k5132HB2M9yr8C6set,0.826,0.823,9,-5.892,0,0.0542,0.0673,0.0,0.116,0.744,114.031
249,Havana (feat. Young Thug),"Camila Cabello, Young Thug",Camila,2vD3zSQr8hNlg0obNel4TE,1rfofaqEpACxVEHIZBJe6W,81,2018-01-12,217307,False,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988
250,Music For a Sushi Restaurant,Harry Styles,Harry's House,5r36AJ6VOJtp00oxSkBZ5h,5LYMamLv12UPbemOaTPyeV,78,2022-05-20,193813,False,https://open.spotify.com/track/5LYMamLv12UPbemOaTPyeV,0.72,0.715,11,-4.652,1,0.04,0.258,0.0568,0.107,0.357,107.041
251,On the Road Again - Live,Willie Nelson,Willie Nelson - 16 Biggest Hits,7IZ5H4tIiVSnbgdoE5OhuG,51wQovDO0hf05pkZYvu1GI,46,1975-01-01,152267,False,https://open.spotify.com/track/51wQovDO0hf05pkZYvu1GI,0.714,0.715,4,-9.965,1,0.0387,0.345,0.00567,0.927,0.841,111.036
252,Life Is A Highway - 2008 Remaster,Rascal Flatts,Greatest Hits Volume 1,0dhV385nfDhsWNdN25kyuv,1Mxl69ygEVGdc155dYiHmr,45,2008-01-01,276267,False,https://open.spotify.com/track/1Mxl69ygEVGdc155dYiHmr,0.583,0.955,5,-3.849,1,0.0642,0.00215,0.0,0.142,0.661,103.06
253,Riptide,Vance Joy,Dream Your Life Away (Special Edition),5S9b8euumqMhQbMk0zzQdH,3JvrhDOgAt6p7K8mDyZwRd,82,2014-09-09,204280,False,https://open.spotify.com/track/3JvrhDOgAt6p7K8mDyZwRd,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654
254,Hey Ya!,Outkast,Speakerboxxx/The Love Below,1UsmQ3bpJTyK6ygoOOjG1r,2PpruBYCo4H7WOBJ7Q2EwM,84,2003,235213,False,https://open.spotify.com/track/2PpruBYCo4H7WOBJ7Q2EwM,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526
255,Livin' On A Prayer,Bon Jovi,Slippery When Wet,3gORsZp3xSbkN1ymRNonp1,2tyW1uBUnYMKAFEfKDKi9B,0,1986-01-01,250307,False,https://open.spotify.com/track/2tyW1uBUnYMKAFEfKDKi9B,0.559,0.687,0,-10.912,1,0.0311,0.0591,3.59e-05,0.0896,0.854,122.666
256,Ain't No Mountain High Enough,"Marvin Gaye, Tammi Terrell",United,67Eq3nfl1km9s5ig76Cc8B,1LeWIs2hP2r5yOQnVuYoI5,0,1967-08-29,151667,False,https://open.spotify.com/track/1LeWIs2hP2r5yOQnVuYoI5,0.663,0.6,7,-10.87,1,0.032,0.43,0.0,0.184,0.8,129.991
257,Don't,Ed Sheeran,x (Deluxe Edition),1xn54DMo2qIqBuMqHtUsFd,1huvTbEYtgltjQRXzrNKGi,74,2014-06-21,219840,False,https://open.spotify.com/track/1huvTbEYtgltjQRXzrNKGi,0.806,0.608,1,-7.008,1,0.0659,0.0113,0.0,0.635,0.849,95.049
258,Carol of the Bells,Mannheim Steamroller,Mannheim Steamroller Christmas Symphony II,5eoDnNf0YWYPH9KmFnLyaM,2jLjMwY8thbmBhis9CsjFe,59,2013-10-15,236000,False,https://open.spotify.com/track/2jLjMwY8thbmBhis9CsjFe,0.562,0.771,2,-8.401,1,0.0284,0.0362,0.00724,0.167,0.5,94.109
259,Step Into Christmas,Elton John,Goodbye Yellow Brick Road (40th Anniversary Celebration/ Super Deluxe Edition),6Gp6qSE1ywXCLjal5NUWUE,2uEiuFTudAg6mYwuLWTfZh,0,1973-10-05,272394,False,https://open.spotify.com/track/2uEiuFTudAg6mYwuLWTfZh,0.535,0.929,2,-5.537,1,0.036,0.105,1.66e-05,0.391,0.83,140.292
260,We Didn't Start the Fire,Billy Joel,Storm Front,1Vw2uoVkLAJFVViJ1QyK1D,3Cx4yrFaX8CeHwBMReOWXI,77,1989-10-17,287733,False,https://open.spotify.com/track/3Cx4yrFaX8CeHwBMReOWXI,0.712,0.967,7,-5.206,1,0.047,0.0771,0.0,0.356,0.895,145.024
261,In The Air Tonight - 2015 Remastered,Phil Collins,Face Value (Deluxe Editon),1cM3r0WQZWNkCpEbmFjLln,18AXbzPzBS8Y3AkgSxzJPb,79,1981-01-01,336453,False,https://open.spotify.com/track/18AXbzPzBS8Y3AkgSxzJPb,0.446,0.239,0,-13.945,1,0.0316,0.551,4.1e-06,0.0697,0.298,189.507
262,Radar Love,Golden Earring,The Long Versions - Part One,2qZLEQ9KsfExIhQKJF3VkD,4Zau4QvgyxWiWQ5KQrwL43,60,2008-10-22,386707,False,https://open.spotify.com/track/4Zau4QvgyxWiWQ5KQrwL43,0.504,0.719,1,-9.155,0,0.0431,0.00878,0.00149,0.075,0.177,102.144
263,Life Is A Highway,Tom Cochrane,Mad Mad World,5mJYFwj51OpBqRSxZCBLTT,0hKF8N8aflF1uDzEEnPr2j,61,1992,266560,False,https://open.spotify.com/track/0hKF8N8aflF1uDzEEnPr2j,0.683,0.751,5,-10.184,1,0.0346,0.0681,8.36e-06,0.248,0.841,103.036
264,The Distance,CAKE,Fashion Nugget,57lJNxlrPSin9SySEnerNb,0xMEF2WiqKWTIG7Krjungw,1,1996-09-17,179653,False,https://open.spotify.com/track/0xMEF2WiqKWTIG7Krjungw,0.463,0.749,11,-8.118,0,0.0894,0.00795,0.00221,0.0558,0.888,183.054
265,War Pigs,CAKE,b-sides and rarities,69MkRYEzxiZ84QmgmPJqdY,5Cg6S5BXG6lXqjijSK9zFh,54,2007-11-13,234013,False,https://open.spotify.com/track/5Cg6S5BXG6lXqjijSK9zFh,0.581,0.566,5,-8.169,0,0.0357,0.00698,2.93e-06,0.0968,0.449,83.904
266,Short Skirt / Long Jacket,CAKE,Comfort Eagle,5OCg9OWnL1PY4tW2ON8ssj,3OOFEF20WqtsUPcRbPY3L7,67,2001-07-24,204133,False,https://open.spotify.com/track/3OOFEF20WqtsUPcRbPY3L7,0.778,0.899,2,-6.552,1,0.0451,0.0028,0.0345,0.0263,0.881,119.995
267,Comfort Eagle,CAKE,Comfort Eagle,5OCg9OWnL1PY4tW2ON8ssj,2qQCU22yQXKjhytKUBxa59,55,2001-07-24,220227,False,https://open.spotify.com/track/2qQCU22yQXKjhytKUBxa59,0.736,0.782,11,-6.171,1,0.0528,0.09,0.0,0.211,0.899,120.987
268,I'm Gonna Be (500 Miles),The Proclaimers,Finest,7hPq9fDWwXPo1tT0oi3XcM,66S14BkJDxgkYxLl5DCqOz,72,2003-09-01,219467,False,https://open.spotify.com/track/66S14BkJDxgkYxLl5DCqOz,0.851,0.551,4,-5.177,1,0.0396,0.151,0.0,0.0827,0.807,131.922
269,Hooked On A Feeling,"Blue Swede, Björn Skifs",Hooked On A Feeling,6fBMaH0IiymemwFKmn18Ze,6Ac4NVYYl2U73QiTt11ZKd,74,1973-04-01,172867,False,https://open.spotify.com/track/6Ac4NVYYl2U73QiTt11ZKd,0.547,0.82,8,-6.728,1,0.0805,0.261,0.0,0.3,0.933,118.208
270,Destruction,Joywave,How Do You Feel Now?,6uSfC7gekwOjvPmTAIwgQR,2iLxXSM7AOzB4RCNzk4bjd,56,2015-04-14,184413,False,https://open.spotify.com/track/2iLxXSM7AOzB4RCNzk4bjd,0.66,0.638,0,-6.827,1,0.0379,0.000438,0.0191,0.107,0.558,108.004
271,Kiss This,The Struts,Everybody Wants,7iLnNik9W0ttekJblYrVfj,3Zm5SMUA3JH98Aty7Zc0xr,57,2016-03-04,177840,False,https://open.spotify.com/track/3Zm5SMUA3JH98Aty7Zc0xr,0.426,0.965,8,-3.796,1,0.103,0.000702,0.00189,0.179,0.8,186.081
272,River,Bishop Briggs,River,1Tgy6QtPJQmzaIOgj5kCb8,606HVBE1aPA81oGg5JMa4M,0,2016-01-22,220865,False,https://open.spotify.com/track/606HVBE1aPA81oGg5JMa4M,0.728,0.49,2,-6.535,0,0.0481,0.301,2.8e-06,0.0707,0.55,62.514
273,Left Hand Free - Lido Remix,"alt-J, Lido",Left Hand Free (Lido Remix),1TtL3hpXpw9ymcqU0Gewvt,0iIY7S7uiEYC9TvVaWZHV3,38,2014-10-27,250215,False,https://open.spotify.com/track/0iIY7S7uiEYC9TvVaWZHV3,0.757,0.697,5,-6.091,0,0.0386,0.0726,0.000367,0.0733,0.436,101.972
274,This Is Gospel,Panic! At The Disco,"Too Weird to Live, Too Rare to Die!",1hxraaWEf3wFnJxADf8Dge,3yZQk5PC52CCmT4ZaTIKvv,67,2013-10-04,187187,False,https://open.spotify.com/track/3yZQk5PC52CCmT4ZaTIKvv,0.572,0.912,7,-4.875,1,0.0707,0.00155,1.2e-06,0.102,0.606,156.073
275,Girls / Girls / Boys,Panic! At The Disco,"Too Weird to Live, Too Rare to Die!",1hxraaWEf3wFnJxADf8Dge,2wEjPgOCEczmjlvq60LyQi,64,2013-10-04,206840,False,https://open.spotify.com/track/2wEjPgOCEczmjlvq60LyQi,0.606,0.924,11,-4.531,0,0.0349,0.00216,3.3e-06,0.24,0.965,144.998
276,Roots,Imagine Dragons,Roots,6SW9d1zYefC5SUzPsJFUMU,4GITtbZtRCQXhWLMXrWXHt,68,2015-08-27,174507,False,https://open.spotify.com/track/4GITtbZtRCQXhWLMXrWXHt,0.637,0.887,7,-5.444,0,0.227,0.707,0.00188,0.326,0.596,157.759
277,2 Heads,Coleman Hell,2 Heads,7l6O4yFBhc8t0rs0C3MAcP,3bi8yEuK44vLcbjHkPH0u1,52,2015-04-07,213707,False,https://open.spotify.com/track/3bi8yEuK44vLcbjHkPH0u1,0.733,0.565,0,-8.515,1,0.0367,0.0621,0.000324,0.104,0.35,120.006
278,Harlem,New Politics,A Bad Girl In Harlem,2pKVER4FshWhYv6yk8uIbI,573latfTMO7SpGtStVrQx5,57,2013-05-17,163627,False,https://open.spotify.com/track/573latfTMO7SpGtStVrQx5,0.603,0.952,6,-3.699,1,0.0947,0.00189,0.000445,0.317,0.588,133.97
279,Could Have Been Me,The Struts,Have You Heard,6lu5Z4nCRAbJqz1DuccCKQ,7bjgoIjY4tl0KVexQVpANn,0,2015-08-14,187653,False,https://open.spotify.com/track/7bjgoIjY4tl0KVexQVpANn,0.508,0.823,6,-7.611,0,0.0662,0.0104,0.000226,0.281,0.458,160.067
280,Magnets,"Disclosure, Lorde",Caracal (Deluxe),08ipn1MH7xqgoqhUbtvCTy,7nRmfGNhHKEEu5o8yFXLXt,66,2015-09-25,199246,False,https://open.spotify.com/track/7nRmfGNhHKEEu5o8yFXLXt,0.704,0.628,10,-7.882,0,0.162,0.0626,1.49e-06,0.103,0.654,92.005
281,Best Fake Smile,James Bay,Chaos And The Calm (Deluxe Edition),1wKwGLPJl68zYLaA0Od0vc,4K5WAOAORHqWQOvPhpnEsp,27,2014-12-15,205027,False,https://open.spotify.com/track/4K5WAOAORHqWQOvPhpnEsp,0.689,0.887,11,-4.27,1,0.0424,0.0231,0.0,0.275,0.937,142.014
282,Do I Wanna Know?,Arctic Monkeys,AM,5bU1XKYxHhEwukllT20xtk,3jfr0TF6DQcOLat8gGn7E2,0,2013-09-09,272394,False,https://open.spotify.com/track/3jfr0TF6DQcOLat8gGn7E2,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03
283,Chelsea Dagger,The Fratellis,Costello Music,6R6pjR9ocMYuqSuNx5e4mg,3ItzRpwvKtkDSNdRSjXu7Z,64,2007-01-01,215173,False,https://open.spotify.com/track/3ItzRpwvKtkDSNdRSjXu7Z,0.512,0.817,7,-3.154,1,0.142,0.0505,0.0,0.0775,0.552,154.607
284,For The Girl,The Fratellis,Costello Music,6R6pjR9ocMYuqSuNx5e4mg,3Z0ukCjFccmd8sTFaSeavj,39,2007-01-01,167133,False,https://open.spotify.com/track/3Z0ukCjFccmd8sTFaSeavj,0.472,0.906,6,-3.453,1,0.0584,0.000181,0.0,0.387,0.737,122.641
285,Cannonball,"Skylar Grey, X Ambassadors",Cannonball,5xL9BEb10q8us1fRdQdGkm,1Ez4p27fWkO7j9F1o5aHOD,44,2015-09-25,235427,False,https://open.spotify.com/track/1Ez4p27fWkO7j9F1o5aHOD,0.577,0.798,9,-6.64,1,0.0556,0.0523,0.000922,0.46,0.397,103.036
286,Are You Gonna Be My Girl,Jet,Get Born,6NrLpQCPYrNS3kVWxDgIlg,305WCRhhS10XUcH6AEwZk6,78,2003-09-15,213800,False,https://open.spotify.com/track/305WCRhhS10XUcH6AEwZk6,0.613,0.953,2,-3.435,1,0.0855,0.00148,0.000582,0.152,0.537,105.046
287,Every Morning - Remastered,Sugar Ray,The Best Of Sugar Ray,2hjQQj7x2YipViOCw6UX1N,6Neq7tjnknt4URNI8txFL4,60,2005-06-17,220200,False,https://open.spotify.com/track/6Neq7tjnknt4URNI8txFL4,0.829,0.674,8,-4.493,1,0.0362,0.0838,0.00174,0.102,0.974,109.917
288,Fly (feat. Super Cat) - Remastered,"Sugar Ray, Super Cat",The Best Of Sugar Ray,2hjQQj7x2YipViOCw6UX1N,3i34id9SUt1vi2LxjPJxuQ,34,2005-06-17,292600,False,https://open.spotify.com/track/3i34id9SUt1vi2LxjPJxuQ,0.809,0.716,1,-6.725,1,0.0945,0.0255,0.00344,0.0493,0.689,99.724
289,Emperor's New Clothes,Panic! At The Disco,Death of a Bachelor,6twKQ0EsUJHVlAr6XBylrj,3px2rAPu74ltbkf9eZsZ8h,71,2016-01-15,158667,False,https://open.spotify.com/track/3px2rAPu74ltbkf9eZsZ8h,0.562,0.904,1,-4.947,1,0.0807,0.00302,0.0,0.0433,0.651,94.481
290,Brazil,Declan McKenna,Brazil,38qaYdCiewb6NrRvVxWTe4,5ftdTvmQjjsL23t7jxADfI,61,2015-12-04,252307,False,https://open.spotify.com/track/5ftdTvmQjjsL23t7jxADfI,0.689,0.617,4,-5.196,1,0.029,0.0918,2.08e-05,0.0816,0.682,121.062
291,Tongue Tied,GROUPLOVE,Never Trust a Happy Song,3oylWMc9TTC6Nx4I6U3axc,0GO8y8jQk1PkHzS31d699N,80,2011-09-02,218013,False,https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96
292,Welcome To Your Life,GROUPLOVE,Welcome To Your Life,3PPVFq3kZ5qbdTInjhH3xO,6uF5q1IM4nXjh4Hw3pY4Cw,0,2016-07-15,228880,False,https://open.spotify.com/track/6uF5q1IM4nXjh4Hw3pY4Cw,0.507,0.611,10,-5.903,1,0.0314,0.00246,0.0,0.196,0.399,91.159
293,Move,Saint Motel,Move,6nb8lP3BnywbjrCDPIbJmz,61brtUJwrAQjyZjWpMBRXf,43,2016-08-12,189467,False,https://open.spotify.com/track/61brtUJwrAQjyZjWpMBRXf,0.638,0.817,10,-5.021,0,0.0636,0.0179,0.0,0.338,0.716,101.028
294,Genghis Khan,Miike Snow,iii,3pWJFrSX6apPzt4inM4zXt,6MDijuuArPJv1vbp7K1x3f,63,2016-03-04,212147,False,https://open.spotify.com/track/6MDijuuArPJv1vbp7K1x3f,0.688,0.847,10,-3.238,0,0.0508,0.04,2.81e-06,0.598,0.453,93.979
295,1901,Phoenix,Wolfgang Amadeus Phoenix,6YXmQrXOjJoMheJ2IA5NqK,5JtPGzRgrWxkXX9LoROq3d,0,2009-01-01,193107,False,https://open.spotify.com/track/5JtPGzRgrWxkXX9LoROq3d,0.604,0.825,0,-5.373,1,0.0429,0.0564,5.8e-05,0.192,0.707,144.085
296,Uma Thurman,Fall Out Boy,American Beauty/American Psycho,022DrG7Wp2PSCwzuD0bSzT,5PUawWFG1oIS2NwEcyHaCr,70,2015-01-20,211573,False,https://open.spotify.com/track/5PUawWFG1oIS2NwEcyHaCr,0.623,0.962,4,-2.616,0,0.0895,0.103,0.000174,0.264,0.676,149.963
297,Jungle,"X Ambassadors, Jamie N Commons",The Reason EP,45rrGouDjyjtHKgLvoVw7v,406ZdY9JkmSy7kOGuVflrL,33,2014-04-22,189320,False,https://open.spotify.com/track/406ZdY9JkmSy7kOGuVflrL,0.379,0.76,2,-4.319,1,0.0848,0.00104,0.000515,0.383,0.231,78.043
298,Stolen Dance,Milky Chance,Sadnecessary,5D20ZzsNB377xbshIFP9Nb,6vECYJHxYmm3Ydt3fF01pE,14,2014-06-20,313684,False,https://open.spotify.com/track/6vECYJHxYmm3Ydt3fF01pE,0.885,0.581,11,-8.813,1,0.0378,0.427,0.000204,0.0759,0.728,114.016
299,Welcome To The Jungle,Guns N' Roses,Appetite For Destruction,5JKFiC2WVi9HtvJEm8CUB8,5NIPsWpDjJTFBoPxCUUeXp,0,1987-07-21,273600,False,https://open.spotify.com/track/5NIPsWpDjJTFBoPxCUUeXp,0.445,0.955,8,-8.027,1,0.0856,0.0326,0.284,0.317,0.336,123.343
300,Party In The U.S.A.,Miley Cyrus,The Time Of Our Lives (International Version),0IuHVgAvbNDJnJepuSZ8Oz,3E7dfMvvCLUddWissuqMwr,84,2009-01-01,202067,False,https://open.spotify.com/track/3E7dfMvvCLUddWissuqMwr,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021
301,Cheerleader - Felix Jaehn Remix Radio Edit,OMI,Me 4 U,1QwWTLYn9dntAj7l9FRJwY,023OVLNzXhX0j7CxswUt6D,69,2015-10-16,180560,False,https://open.spotify.com/track/023OVLNzXhX0j7CxswUt6D,0.78,0.68,4,-6.081,1,0.0305,0.141,1.2e-05,0.138,0.594,118.026
302,Prayer in C - Robin Schulz Radio Edit,"Lilly Wood and The Prick, Robin Schulz",Prayer,1FnkZ3HMw2v2WXTL1L5iHi,7cQw68C5DPirUJRzy3fOnN,4,2014-09-19,189399,False,https://open.spotify.com/track/7cQw68C5DPirUJRzy3fOnN,0.76,0.886,9,-5.356,0,0.0258,0.0219,7.43e-06,0.623,0.78,123.002
303,Barbie Girl,Aqua,Greatest Hits,2vb252Haz9iX4iOd7vP8kX,2ZCTP54O2dMSbVrdsg60to,0,2009-01-01,195040,False,https://open.spotify.com/track/2ZCTP54O2dMSbVrdsg60to,0.764,0.948,1,-4.355,0,0.0402,0.00929,0.0773,0.416,0.911,129.967
304,Gettin' Jiggy Wit It,Will Smith,Big Willie Style,2esWeP8Ln1sXA0jbDmi3Zq,0weAUscowxeqDtpCgtbpgp,74,1997-10-03,227933,False,https://open.spotify.com/track/0weAUscowxeqDtpCgtbpgp,0.881,0.874,6,-4.505,1,0.139,0.0175,1.14e-06,0.154,0.858,107.891
305,Hollaback Girl,Gwen Stefani,Love Angel Music Baby,1HduTydfaUY3idi2YgT3mb,6RcQOut9fWL6FSqeIr5M1r,0,2004-10-27,199907,True,https://open.spotify.com/track/6RcQOut9fWL6FSqeIr5M1r,0.918,0.918,10,-2.218,0,0.0954,0.344,5.35e-06,0.0243,0.882,110.024
306,Hey Ya!,Outkast,The Way You Move / Hey Ya!,7etFl9qeqjD0luC40JAg8l,3AszgPDZd9q0DpDFt4HFBy,63,2003,239240,False,https://open.spotify.com/track/3AszgPDZd9q0DpDFt4HFBy,0.715,0.97,0,-2.206,1,0.0648,0.0644,0.000156,0.205,0.963,79.504
307,FourFiveSeconds,"Rihanna, Kanye West, Paul McCartney",FourFiveSeconds,3W6dGZZiH1GxBiQWE5CjzK,5XzmZjXhMjDHr7ZfJ6DELQ,4,2015-01-24,188238,False,https://open.spotify.com/track/5XzmZjXhMjDHr7ZfJ6DELQ,0.579,0.268,2,-5.65,1,0.0442,0.868,0.0,0.12,0.321,205.903
308,Low Rider,War,The Very Best Of War,4Y6E7J6tgFTcKCyvaktj5R,7kigmgx2tJJsZHKaa2QC0w,0,2003-01-01,191333,False,https://open.spotify.com/track/7kigmgx2tJJsZHKaa2QC0w,0.814,0.676,0,-9.68,1,0.0469,0.0813,0.662,0.0508,0.991,139.761
309,A Little Party Never Killed Nobody (All We Got),"Fergie, Q-Tip, GoonRock",Music From Baz Luhrmann's Film The Great Gatsby (Deluxe Edition),0ke0VwcET1D6neauEyk4U4,1mz9ZrRYu3EPVg9ZHFtjjf,0,2013-01-01,240907,False,https://open.spotify.com/track/1mz9ZrRYu3EPVg9ZHFtjjf,0.763,0.653,5,-5.05,0,0.149,0.00876,5.46e-06,0.0854,0.477,130.025
310,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,Infinity On High,0hHopYqXhuvYSHtVyrcb1g,1oagRT7LfpVlNJN6FSZDGp,73,2007-01-01,212040,False,https://open.spotify.com/track/1oagRT7LfpVlNJN6FSZDGp,0.435,0.887,9,-4.07,1,0.0636,0.000747,0.0,0.0327,0.408,199.935
311,Stronger,Kanye West,Graduation,3SZr5Pco2oqKFORCP3WNj9,6C7RJEIUDqKkJRZVWdkfkH,0,2007-09-11,311867,True,https://open.spotify.com/track/6C7RJEIUDqKkJRZVWdkfkH,0.625,0.726,10,-7.731,0,0.155,0.00728,0.0,0.318,0.483,103.98
312,Rubber Band Stacks,Brooke Candy,Rubber Band Stacks,01gV098OsQChAInFirpmzb,6oQJIlPaASRqxpf7ibhTPy,30,2015-08-14,177006,True,https://open.spotify.com/track/6oQJIlPaASRqxpf7ibhTPy,0.729,0.846,8,-5.375,1,0.173,0.0752,5.12e-06,0.0937,0.298,121.865
313,Pinball Wizard,The Who,Tommy (Remastered 2013 Super Deluxe Edition),5V71sHQYacjPbHlLsLmk7i,1zGk1kgAxCpg6PHjGuLe4J,0,1969-05-23,180943,False,https://open.spotify.com/track/1zGk1kgAxCpg6PHjGuLe4J,0.543,0.715,2,-8.89,1,0.0356,0.0192,0.0,0.256,0.468,124.011
314,Long Way Down,Robert DeLong,Long Way Down,2rFH6metCvPBHy15m81oCs,3rDDKOZbYKC80OWo5XTn7B,0,2014-11-10,233987,True,https://open.spotify.com/track/3rDDKOZbYKC80OWo5XTn7B,0.593,0.833,11,-3.197,0,0.0573,0.0586,2.48e-06,0.0866,0.45,80.015
315,Levels,Nick Jonas,Levels,08D5YChv6z4XwJkAoth75l,7rVrQF43tH4mI0542hijUC,0,2015-08-21,167707,False,https://open.spotify.com/track/7rVrQF43tH4mI0542hijUC,0.711,0.659,6,-4.75,1,0.267,0.0528,0.0,0.274,0.699,102.139
316,Lean On (feat. MØ & DJ Snake),"Major Lazer, MØ, DJ Snake",Lean On (feat. MØ & DJ Snake),1SI0AMK6rb2J8S0Jazli9D,0BF6mdNROWgYo3O3mNGrBc,0,2015-03-02,176561,False,https://open.spotify.com/track/0BF6mdNROWgYo3O3mNGrBc,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007
317,Ignition / Do You... (Mashup),Phoebe Ryan,Mine EP,3xCqAU2CP0ktv1yavl3d2i,4qZPdHRnZ7jwqg4peT2n9A,0,2015-06-09,227400,False,https://open.spotify.com/track/4qZPdHRnZ7jwqg4peT2n9A,0.559,0.621,2,-8.241,1,0.0285,0.484,3.42e-05,0.0981,0.423,135.022
318,Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) [from the series Arcane League of Legends],1bTgKomQYSkKYPD9UI9W4b,1r9xUipOqoNwggBpENDsvJ,80,2021-10-28,173381,False,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ,0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011
319,Monster,PVRIS,Monster,6amlnVgJTGqQNnAwP7fOfL,6RwiFA2a6b8xICdSi4wUqk,54,2021-07-30,178920,False,https://open.spotify.com/track/6RwiFA2a6b8xICdSi4wUqk,0.474,0.747,10,-7.492,0,0.148,0.00635,0.000589,0.168,0.604,77.537
320,Run Boy Run,Woodkid,The Golden Age,7oRzNo0PkoRJlvI9Eocyf2,0boS4e6uXwp3zAvz1mLxZS,73,2013-01-01,213267,False,https://open.spotify.com/track/0boS4e6uXwp3zAvz1mLxZS,0.506,0.959,5,-5.264,0,0.102,0.084,0.000655,0.135,0.34,133.996
321,Playground (from the series Arcane League of Legends),Bea Miller,Arcane League of Legends (Soundtrack from the Animated Series),1hQaM7OHSXpXcNK7qExkW5,5S09u7HLG7mNfkchjnc5uz,26,2021-11-06,230526,False,https://open.spotify.com/track/5S09u7HLG7mNfkchjnc5uz,0.514,0.703,8,-6.859,1,0.0298,0.0107,7.62e-05,0.13,0.356,157.399
322,Warriors,"League of Legends, 2WEI, Edda Hayes",Warriors,0uyb1O2aodxewxYrAHzqIn,3f4fc8c8unrQeKecmUPEDR,72,2020-01-10,204587,False,https://open.spotify.com/track/3f4fc8c8unrQeKecmUPEDR,0.14,0.478,1,-10.145,0,0.0484,0.1,0.000112,0.105,0.0412,185.121
323,My Way,PVRIS,My Way,3n33udd6pKEdrzahdYzii0,7mtnay1VGQQbtOM70HYsV0,44,2021-10-22,164827,True,https://open.spotify.com/track/7mtnay1VGQQbtOM70HYsV0,0.679,0.767,1,-5.367,1,0.0811,0.00784,7.63e-05,0.193,0.764,97.07
324,Get Jinxed,"League of Legends, Djerv",The Music of League of Legends Vol. 1,4pg51OJaG6MGlpRFxWWLpr,0WpRF4X2LyMTZnqqrXX19U,66,2015-01-28,154960,False,https://open.spotify.com/track/0WpRF4X2LyMTZnqqrXX19U,0.434,0.884,7,-7.128,0,0.093,0.000728,0.00458,0.105,0.191,180.029
325,Awaken,"League of Legends, Valerie Broussard, Ray Chen",Awaken,0faLimwDSn0fF0Y0fahCd1,3jevgr3fYdv9wYO3IDJq2a,66,2019-01-22,198187,False,https://open.spotify.com/track/3jevgr3fYdv9wYO3IDJq2a,0.0993,0.626,9,-8.212,0,0.0467,0.00499,0.00161,0.0741,0.0399,49.452
326,Burn It All Down,"League of Legends, PVRIS",Burn It All Down,5naDVIaa86uI8sLdEJrTko,0ked784BOZ1JtRVHux98jE,70,2021-09-28,201840,False,https://open.spotify.com/track/0ked784BOZ1JtRVHux98jE,0.553,0.694,9,-6.561,0,0.0603,0.000629,4.56e-06,0.121,0.231,145.149
327,Dirty Little Animals (From the series Arcane League of Legends),"BONES UK, Arcane, League of Legends",Dirty Little Animals (From the series Arcane League of Legends),2OGZHtCzPL6uk1kEPvFqIC,2ZuDGsKSJpQdJmpknJ7ypF,59,2021-11-13,205189,False,https://open.spotify.com/track/2ZuDGsKSJpQdJmpknJ7ypF,0.58,0.84,1,-6.385,0,0.332,0.0332,0.0,0.483,0.596,105.963
328,VILLAIN,"K/DA, Madison Beer, Kim Petras, League of Legends",ALL OUT,26IdRjba8f8DNa7c0FwfQb,3QSjVPObHxuAJc3E5nrjRn,75,2020-11-06,199125,False,https://open.spotify.com/track/3QSjVPObHxuAJc3E5nrjRn,0.653,0.634,5,-5.875,0,0.0391,0.0232,0.0,0.0908,0.306,160.013
329,edamame,"bbno$, Rich Brian",eat ya veggies,6iMshsixZe8oMteQdln5kp,5rW7qTn83sCKtqBoneJs63,72,2021-10-08,133707,True,https://open.spotify.com/track/5rW7qTn83sCKtqBoneJs63,0.815,0.849,4,-4.704,0,0.114,0.0229,0.000176,0.026,0.685,106.035
